Id,Disease
2820,"Hypertrophy, Left Ventricular"
2821,Alcoholic Intoxication
2822,Electric Injuries
2823,Pelvic Neoplasms
2824,"Cystadenoma, Serous"
2825,"Syphilis, Cardiovascular"
2826,"Carcinoma, Mucoepidermoid"
2827,Pseudohypoaldosteronism
2828,Pouchitis
2829,"Stress Disorders, Traumatic, Acute"
2830,"Candidiasis, Chronic Mucocutaneous"
2831,Dependent Personality Disorder
2832,Jet Lag Syndrome
2833,Antley-Bixler Syndrome Phenotype
2834,Capsule Opacification
2835,Follicular Cyst
2836,Alzheimer Disease
2837,"Sarcoma, Kaposi"
2838,"Adenoma, Chromophobe"
2839,Osteochondritis
2840,Central Nervous System Bacterial Infections
2841,Erythema Chronicum Migrans
2842,Lymphocele
2843,Carcinoid Tumor
2844,"Lupus Vasculitis, Central Nervous System"
2845,Spermatic Cord Torsion
2846,Retroperitoneal Fibrosis
2847,"Granulomatosis, Orofacial"
2848,Anthracosis
2849,Lecithin Acyltransferase Deficiency
2850,Coronary Occlusion
2851,Central Nervous System Fungal Infections
2852,Orbital Fractures
2853,Parakeratosis
2854,Pachyonychia Congenita
2855,Holocarboxylase Synthetase Deficiency
2856,"Osteosarcoma, Juxtacortical"
2857,Chalazion
2858,Rothmund-Thomson Syndrome
2859,Autoimmune Diseases
2860,Vertigo
2861,"Anemia, Hypochromic"
2862,Anorexia Nervosa
2863,Pelvic Infection
2864,Ephemeral Fever
2865,Optic Nerve Diseases
2866,Histiocytosis
2867,"Lupus Erythematosus, Cutaneous"
2868,"Pulmonary Adenomatosis, Ovine"
2869,"Sarcoma, Myeloid"
2870,Chromosome Disorders
2871,Diabetic Retinopathy
2872,Thyrotoxicosis
2873,Nevus
2874,Anus Diseases
2875,"Pain, Postoperative"
2876,Blood Protein Disorders
2877,Cystadenocarcinoma
2878,Nose Neoplasms
2879,Leukoplakia
2880,Macular Edema
2881,Leukemia P388
2882,"Puberty, Precocious"
2883,Schizotypal Personality Disorder
2884,Endocrine Gland Neoplasms
2885,"Neurofibroma, Plexiform"
2886,Phagocyte Bactericidal Dysfunction
2887,"Scleroderma, Localized"
2888,Trichostrongylosis
2889,Prostatic Intraepithelial Neoplasia
2890,Tay-Sachs Disease
2891,"Eye Injuries, Penetrating"
2892,Eye Pain
2893,Kashin-Beck Disease
2894,Branchioma
2895,"Tachycardia, Sinoatrial Nodal Reentry"
2896,Femoral Neoplasms
2897,Neurocytoma
2898,"Tooth, Nonvital"
2899,"Mammary Neoplasms, Animal"
2900,"Carcinoma, Non-Small-Cell Lung"
2901,Stuttering
2902,"Diabetes Insipidus, Neurogenic"
2903,Fanconi Syndrome
2904,Streptococcal Infections
2905,Marburg Virus Disease
2906,Glomus Tumor
2907,Urethral Neoplasms
2908,Rheumatoid Nodule
2909,Brain Edema
2910,"Hypertension, Malignant"
2911,Chordoma
2912,"Embolism, Air"
2913,Enterocolitis
2914,Lip Diseases
2915,Persian Gulf Syndrome
2916,Decompression Sickness
2917,Avian Leukosis
2918,"Cystitis, Interstitial"
2919,Pseudorabies
2920,Blood Platelet Disorders
2921,Taste Disorders
2922,"Pregnancy, Prolonged"
2923,Tooth Diseases
2924,Arterivirus Infections
2925,Meningeal Carcinomatosis
2926,Pedophilia
2927,"Osteoarthritis, Hip"
2928,"Translocation, Genetic"
2929,Exotropia
2930,HIV Wasting Syndrome
2931,Prosopagnosia
2932,Trichotillomania
2933,Giant Cell Tumor of Bone
2934,Dyspareunia
2935,Dental Leakage
2936,"Meningitis, Meningococcal"
2937,Dermatomycoses
2938,Sinusitis
2939,Coronary Aneurysm
2940,Hypercholesterolemia
2941,Drug Hypersensitivity
2942,Schizophrenia
2943,Substance Withdrawal Syndrome
2944,Acinetobacter Infections
2945,Abscess
2946,Phlebotomus Fever
2947,"Keratitis, Herpetic"
2948,Neoplasm Metastasis
2949,Ileus
2950,Pulmonary Aspergillosis
2951,Uveomeningoencephalitic Syndrome
2952,Somnambulism
2953,"Aneurysm, False"
2954,Pupil Disorders
2955,Mesothelioma
2956,Spondylarthropathies
2957,Mouth Diseases
2958,Periodontitis
2959,Ecchymosis
2960,"Adenocarcinoma, Bronchiolo-Alveolar"
2961,"Embolism, Paradoxical"
2962,Echinostomiasis
2963,"Syncope, Vasovagal"
2964,Subclavian Steal Syndrome
2965,Adrenocortical Adenoma
2966,Retinal Perforations
2967,Hyperbilirubinemia
2968,Mucopolysaccharidoses
2969,Refeeding Syndrome
2970,Female Athlete Triad Syndrome
2971,Abetalipoproteinemia
2972,Macular Degeneration
2973,"Hearing Loss, Unilateral"
2974,Gingival Recession
2975,Medullary Sponge Kidney
2976,Osteochondrosis
2977,Hantavirus Pulmonary Syndrome
2978,Root Resorption
2979,"Sarcoma, Endometrial Stromal"
2980,Breast Neoplasms
2981,Fibromyalgia
2982,Hair Diseases
2983,Echinococcosis
2984,Osteoarthritis
2985,Paranoid Disorders
2986,"Encephalitis, Viral"
2987,Soft Tissue Neoplasms
2988,Stomach Ulcer
2989,"Abortion, Spontaneous"
2990,"Anemia, Refractory"
2991,"Carcinoma, Transitional Cell"
2992,Scleritis
2993,"Hyperostosis, Diffuse Idiopathic Skeletal"
2994,Hermanski-Pudlak Syndrome
2995,Agoraphobia
2996,Diaphragmatic Eventration
2997,Dental Plaque
2998,Periapical Diseases
2999,Hyperoxaluria
3000,Uterine Prolapse
3001,Discrete Subaortic Stenosis
3002,Vulvar Lichen Sclerosus
3003,Femoral Neck Fractures
3004,Attention Deficit and Disruptive Behavior Disorders
3005,Border Disease
3006,Hyperhomocysteinemia
3007,Color Vision Defects
3008,Smith-Magenis Syndrome
3009,Labor Pain
3010,"Heavy Metal Poisoning, Nervous System"
3011,Sadism
3012,Monteggia's Fracture
3013,Dens in Dente
3014,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
3015,Adrenoleukodystrophy
3016,"Meningitis, Aseptic"
3017,Filariasis
3018,Myofibroma
3019,"Osteoma, Osteoid"
3020,Mesonephroma
3021,"Neoplasm Regression, Spontaneous"
3022,"Arthritis, Gouty"
3023,Tracheal Diseases
3024,"Epilepsy, Temporal Lobe"
3025,Lupus Nephritis
3026,Rosacea
3027,Bone Marrow Neoplasms
3028,"Porphyria, Acute Intermittent"
3029,Uterine Rupture
3030,Agranulocytosis
3031,Serum Sickness
3032,Anovulation
3033,Motor Skills Disorders
3034,Synovitis
3035,Uterine Cervical Neoplasms
3036,Sulfhemoglobinemia
3037,Dental Pulp Necrosis
3038,Blood Group Incompatibility
3039,Cerebral Arterial Diseases
3040,Hammer Toe Syndrome
3041,Alien Hand Syndrome
3042,"Hematoma, Epidural, Spinal"
3043,Henipavirus Infections
3044,Uterine Inertia
3045,Eye Foreign Bodies
3046,"Leukemia, Myelomonocytic, Juvenile"
3047,"Ichthyosis, Lamellar"
3048,Vitelliform Macular Dystrophy
3049,Tooth Loss
3050,Learning Disorders
3051,Schistosomiasis
3052,Autonomic Nervous System Diseases
3053,Ascorbic Acid Deficiency
3054,Leptospirosis
3055,Subphrenic Abscess
3056,"Encephalitis, Tick-Borne"
3057,Chagas Disease
3058,Rectal Diseases
3059,Myelodysplastic Syndromes
3060,"Shock, Surgical"
3061,Vascular Headaches
3062,Melena
3063,"Epilepsy, Rolandic"
3064,Foot Ulcer
3065,Craniofacial Dysostosis
3066,Mitochondrial Encephalomyopathies
3067,Azotemia
3068,"Papilloma, Choroid Plexus"
3069,"Keratoconjunctivitis, Infectious"
3070,"Papilloma, Intraductal"
3071,Mouth Abnormalities
3072,Eunuchism
3073,"Polycystic Kidney, Autosomal Recessive"
3074,Hemangiopericytoma
3075,Vitreous Detachment
3076,Urogenital Abnormalities
3077,"Leukemia, Lymphoid"
3078,Paraneoplastic Syndromes
3079,Aphasia
3080,Diabetic Neuropathies
3081,Myocardial Infarction
3082,"Pleuropneumonia, Contagious"
3083,Cytomegalovirus Retinitis
3084,Hypodermyiasis
3085,Salivary Gland Diseases
3086,Bronchiectasis
3087,Raynaud Disease
3088,Iridocyclitis
3089,Facial Dermatoses
3090,Pheochromocytoma
3091,"Hypoxia-Ischemia, Brain"
3092,"Tachycardia, Ventricular"
3093,Mucinoses
3094,Vestibulocochlear Nerve Diseases
3095,Polycystic Kidney Diseases
3096,Hepatorenal Syndrome
3097,Intestinal Polyps
3098,"Niemann-Pick Disease, Type C"
3099,"Protozoan Infections, Animal"
3100,Euthyroid Sick Syndromes
3101,Choroid Plexus Neoplasms
3102,"Lymphoma, Extranodal NK-T-Cell"
3103,Laron Syndrome
3104,"46, XY Disorders of Sex Development"
3105,Ascaridida Infections
3106,"Neoplastic Syndromes, Hereditary"
3107,Tooth Attrition
3108,Neurocutaneous Syndromes
3109,Meningococcal Infections
3110,Hepatitis D
3111,Lupus Vulgaris
3112,Zoonoses
3113,Burkitt Lymphoma
3114,Distemper
3115,"Leukemia, Biphenotypic, Acute"
3116,Spinal Stenosis
3117,"Anemia, Macrocytic"
3118,"Infant, Premature, Diseases"
3119,"Nephroma, Mesoblastic"
3120,Endodermal Sinus Tumor
3121,Transsexualism
3122,Diabetic Cardiomyopathies
3123,Sleep-Wake Transition Disorders
3124,Intertrigo
3125,Glomerulonephritis
3126,Sarcoidosis
3127,Hypercalcemia
3128,"Liver Abscess, Pyogenic"
3129,Leishmaniasis
3130,Muscle Hypertonia
3131,Radiculopathy
3132,Thoracic Neoplasms
3133,Tongue Diseases
3134,Seizures
3135,Sleep Deprivation
3136,Keratoconjunctivitis
3137,Fetal Death
3138,"Stress Disorders, Traumatic"
3139,Parotid Neoplasms
3140,Enteritis
3141,Lymphatic Metastasis
3142,Melanosis
3143,Hypokalemic Periodic Paralysis
3144,Mercury Poisoning
3145,Retinal Detachment
3146,Hallermann's Syndrome
3147,"Sleep Disorders, Circadian Rhythm"
3148,"Metal Metabolism, Inborn Errors"
3149,"Dermatitis, Exfoliative"
3150,"Porphyria, Variegate"
3151,"Leukoplakia, Oral"
3152,Hyperlipoproteinemias
3153,Foot Deformities
3154,"Supranuclear Palsy, Progressive"
3155,Presbycusis
3156,Glucosephosphate Dehydrogenase Deficiency
3157,Chronic Periodontitis
3158,Shoulder Impingement Syndrome
3159,alpha 1-Antitrypsin Deficiency
3160,Egg Hypersensitivity
3161,Cartilage Diseases
3162,Desmoplastic Small Round Cell Tumor
3163,Sertoli Cell-Only Syndrome
3164,Lung Diseases
3165,Myocardial Ischemia
3166,Perceptual Disorders
3167,Muscular Atrophy
3168,Environmental Illness
3169,"Keratitis, Dendritic"
3170,Pseudomyxoma Peritonei
3171,Bronchial Neoplasms
3172,Pleural Neoplasms
3173,"Granuloma, Giant Cell"
3174,Bronchial Diseases
3175,"Pneumonia, Lipid"
3176,Otitis Media
3177,Hyperalgesia
3178,"Tachycardia, Sinus"
3179,Hemorrhagic Disorders
3180,Thyroiditis
3181,"Ossification, Heterotopic"
3182,Digestive System Fistula
3183,Lymphedema
3184,Tinnitus
3185,"Brain Diseases, Metabolic"
3186,Urologic Diseases
3187,Asphyxia Neonatorum
3188,Needlestick Injuries
3189,Aortic Aneurysm
3190,Meige Syndrome
3191,"Hernia, Diaphragmatic, Traumatic"
3192,Morphine Dependence
3193,"Neuritis, Autoimmune, Experimental"
3194,Radicular Cyst
3195,Necrobiosis Lipoidica
3196,Basal Ganglia Cerebrovascular Disease
3197,Frontotemporal Dementia
3198,Hypophosphatemia
3199,Xerostomia
3200,Sandhoff Disease
3201,Alveolar Bone Loss
3202,Kleine-Levin Syndrome
3203,Diabetes Complications
3204,Hyperplasia
3205,"Brain Injury, Chronic"
3206,Macrostomia
3207,Oral Manifestations
3208,Tetrasomy
3209,"Glycosuria, Renal"
3210,Hallux Rigidus
3211,Hepatic Veno-Occlusive Disease
3212,Iliotibial Band Syndrome
3213,Leukorrhea
3214,Anaplasia
3215,Chronobiology Disorders
3216,Syphilis
3217,Encephalitis
3218,Hemochromatosis
3219,"Hypersensitivity, Delayed"
3220,Psychotic Disorders
3221,Menstruation Disturbances
3222,"Fasciitis, Necrotizing"
3223,Dengue
3224,Respirovirus Infections
3225,Anus Neoplasms
3226,Cleft Lip
3227,Gonadal Dysgenesis
3228,"Kidney Diseases, Cystic"
3229,Venous Thrombosis
3230,Anaphylaxis
3231,Smoke Inhalation Injury
3232,Meigs Syndrome
3233,Scrapie
3234,Embryo Loss
3235,Vulvovaginitis
3236,HIV Enteropathy
3237,Wrist Injuries
3238,"Toxoplasmosis, Ocular"
3239,Mucoepidermoid Tumor
3240,Exfoliation Syndrome
3241,"Encephalomyelitis, Enzootic Porcine"
3242,Hepatitis C
3243,Amyotrophic Lateral Sclerosis
3244,Acute Kidney Injury
3245,Clostridium Infections
3246,Osteitis
3247,Candidiasis
3248,Pancreatic Cyst
3249,"Sarcoma, Yoshida"
3250,Odontodysplasia
3251,"Erythroblastosis, Fetal"
3252,Splenic Infarction
3253,"Encephalomyelitis, Acute Disseminated"
3254,Pseudotumor Cerebri
3255,Angelman Syndrome
3256,Speech Disorders
3257,Mitral Valve Insufficiency
3258,"Panniculitis, Nodular Nonsuppurative"
3259,Cutaneous Fistula
3260,Odontogenic Tumors
3261,Graves Ophthalmopathy
3262,Multiple System Atrophy
3263,Eyelid Neoplasms
3264,"Pregnancy Complications, Hematologic"
3265,Activated Protein C Resistance
3266,Filoviridae Infections
3267,Dyssomnias
3268,Dystocia
3269,Leukoaraiosis
3270,"Eye Diseases, Hereditary"
3271,"Skin Diseases, Genetic"
3272,Enuresis
3273,Postural Orthostatic Tachycardia Syndrome
3274,Syndrome
3275,Prenatal Injuries
3276,Periodontal Attachment Loss
3277,Retinal Dystrophies
3278,"Arthritis, Rheumatoid"
3279,Hyperglycemia
3280,"Tuberculosis, Endocrine"
3281,Choriocarcinoma
3282,Pituitary Neoplasms
3283,Thymus Neoplasms
3284,"Anemia, Hemolytic, Autoimmune"
3285,Nocardia Infections
3286,Pilonidal Sinus
3287,Wilms Tumor
3288,"Carcinoma, Merkel Cell"
3289,Keratoconus
3290,Tumor Lysis Syndrome
3291,Birth Injuries
3292,Water-Electrolyte Imbalance
3293,Hypovolemia
3294,Photophobia
3295,Otorhinolaryngologic Neoplasms
3296,Shoulder Pain
3297,Neck Injuries
3298,"Vitreoretinopathy, Proliferative"
3299,Foreign Bodies
3300,"Wounds, Gunshot"
3301,Small Cell Lung Carcinoma
3302,"Adenoma, Liver Cell"
3303,"Puberty, Delayed"
3304,Sprains and Strains
3305,Alcohol-Induced Disorders
3306,"Blood Coagulation Disorders, Inherited"
3307,Spina Bifida Cystica
3308,Oxyuriasis
3309,"Arthropathy, Neurogenic"
3310,Night Blindness
3311,Tooth Abrasion
3312,Osteoporosis
3313,Neurodegenerative Diseases
3314,Paracoccidioidomycosis
3315,Leukemia
3316,Ovarian Neoplasms
3317,Polymyalgia Rheumatica
3318,Multiple Sclerosis
3319,Immunoblastic Lymphadenopathy
3320,Schizoid Personality Disorder
3321,Bacteroidaceae Infections
3322,Ureteral Calculi
3323,Ascites
3324,"Leukemia, Prolymphocytic, T-Cell"
3325,Placental Insufficiency
3326,Levocardia
3327,Back Injuries
3328,Uveal Diseases
3329,Leukemia L5178
3330,Dysostoses
3331,Shoulder Fractures
3332,"Fractures, Ununited"
3333,"Eye Infections, Fungal"
3334,Pericoronitis
3335,Silver-Russell Syndrome
3336,Rectovaginal Fistula
3337,Typhoid Fever
3338,"Lymphoma, Large-Cell, Immunoblastic"
3339,Superior Mesenteric Artery Syndrome
3340,Cough
3341,Respiratory Insufficiency
3342,Hypothyroidism
3343,"Tuberculosis, Splenic"
3344,Fungemia
3345,Periapical Abscess
3346,Coronavirus Infections
3347,Silicosis
3348,"Spasms, Infantile"
3349,"Kidney Tubular Necrosis, Acute"
3350,Ovarian Hyperstimulation Syndrome
3351,"Amino Acid Metabolism, Inborn Errors"
3352,Brain Stem Neoplasms
3353,Periarthritis
3354,Urethral Diseases
3355,Laryngomalacia
3356,"Hernia, Femoral"
3357,Xeroderma Pigmentosum
3358,"Nose Deformities, Acquired"
3359,Flail Chest
3360,Fetofetal Transfusion
3361,Ependymoma
3362,Jaw Neoplasms
3363,Tendinopathy
3364,"Meningitis, Fungal"
3365,Dictyocaulus Infections
3366,Craniosynostoses
3367,"Tongue, Fissured"
3368,Opsoclonus-Myoclonus Syndrome
3369,Riboflavin Deficiency
3370,Epidural Neoplasms
3371,Equinus Deformity
3372,"Aphasia, Conduction"
3373,"Anus, Imperforate"
3374,Sertoli-Leydig Cell Tumor
3375,Connective Tissue Diseases
3376,Multiple Myeloma
3377,Basal Ganglia Diseases
3378,"Epilepsies, Partial"
3379,Listeriosis
3380,"Pancreatitis, Acute Necrotizing"
3381,Lung Injury
3382,Acne Vulgaris
3383,"Wounds, Nonpenetrating"
3384,"Mixed Tumor, Mullerian"
3385,"Hand Deformities, Congenital"
3386,Pseudopseudohypoparathyroidism
3387,Phantom Limb
3388,Nuchal Cord
3389,Hallux Limitus
3390,Werner Syndrome
3391,"Enterocolitis, Pseudomembranous"
3392,Intracranial Arteriosclerosis
3393,Retroviridae Infections
3394,Clonorchiasis
3395,Theileriasis
3396,Hamartoma
3397,Carcinosarcoma
3398,Sarcoma
3399,"Arthritis, Psoriatic"
3400,"Diverticulitis, Colonic"
3401,Parotitis
3402,Fetal Resorption
3403,Embolism
3404,Leukemoid Reaction
3405,Bordetella Infections
3406,Stevens-Johnson Syndrome
3407,Pulmonary Fibrosis
3408,Decerebrate State
3409,Urinary Calculi
3410,Pulmonary Valve Insufficiency
3411,"Pemphigoid, Bullous"
3412,Hashimoto Disease
3413,Bronchopulmonary Sequestration
3414,Syndactyly
3415,Gingival Hyperplasia
3416,"Aphakia, Postcataract"
3417,Pressure Ulcer
3418,Convalescence
3419,Hirsutism
3420,Infertility
3421,Choanal Atresia
3422,Tooth Mobility
3423,Platybasia
3424,alpha-Mannosidosis
3425,Tooth Resorption
3426,Paraneoplastic Polyneuropathy
3427,Inflammatory Breast Neoplasms
3428,Epiretinal Membrane
3429,"Arrhythmia, Sinus"
3430,"Leukemia, Neutrophilic, Chronic"
3431,Oral Submucous Fibrosis
3432,Classical Lissencephalies and Subcortical Band Heterotopias
3433,Catastrophic Illness
3434,"Conjunctivitis, Acute Hemorrhagic"
3435,Salivary Gland Fistula
3436,Urinary Fistula
3437,Peste-des-Petits-Ruminants
3438,Kidney Neoplasms
3439,Muscle Cramp
3440,"Dysautonomia, Familial"
3441,Brain Injuries
3442,Hallucinations
3443,Dizziness
3444,Prostatic Hyperplasia
3445,Gram-Positive Bacterial Infections
3446,"Hepatitis, Viral, Human"
3447,"Dermatitis, Allergic Contact"
3448,Pemphigus
3449,Diverticulum
3450,"Ventricular Dysfunction, Right"
3451,"Rhinitis, Allergic, Perennial"
3452,Venous Insufficiency
3453,Bronchial Fistula
3454,Pulmonary Edema
3455,Methemoglobinemia
3456,"Panniculitis, Lupus Erythematosus"
3457,Wernicke Encephalopathy
3458,"Diverticulum, Esophageal"
3459,Facial Hemiatrophy
3460,"Angioedemas, Hereditary"
3461,"Myxomatosis, Infectious"
3462,Lipidoses
3463,Glycogen Storage Disease Type I
3464,"Colonic Diseases, Functional"
3465,Septo-Optic Dysplasia
3466,"Skull Fracture, Basilar"
3467,Encopresis
3468,Brenner Tumor
3469,Ectropion
3470,Vaginal Fistula
3471,"Headache Disorders, Secondary"
3472,Liver Cirrhosis
3473,"Pancreatitis, Chronic"
3474,Cognition Disorders
3475,Hypokalemia
3476,Fournier Gangrene
3477,"Skin Diseases, Infectious"
3478,Myelitis
3479,"Skin Diseases, Parasitic"
3480,Rhabdomyosarcoma
3481,Paraganglioma
3482,"Breast Neoplasms, Male"
3483,Horner Syndrome
3484,Brain Death
3485,Vertebral Artery Dissection
3486,"Lymphohistiocytosis, Hemophagocytic"
3487,Eczema
3488,Critical Illness
3489,Cicatrix
3490,Fibrosarcoma
3491,Vascular Neoplasms
3492,"Cholangitis, Sclerosing"
3493,Urinary Bladder Neck Obstruction
3494,Tourette Syndrome
3495,Arteriosclerosis
3496,Superior Vena Cava Syndrome
3497,Glycogen Storage Disease
3498,"Asthma, Exercise-Induced"
3499,Astigmatism
3500,"Xanthogranuloma, Juvenile"
3501,"Hemangioma, Cavernous, Central Nervous System"
3502,"Sarcoma, Alveolar Soft Part"
3503,Eisenmenger Complex
3504,Sublingual Gland Neoplasms
3505,"Synovitis, Pigmented Villonodular"
3506,Fissure in Ano
3507,Endometrial Hyperplasia
3508,"Mixed Tumor, Malignant"
3509,Protein S Deficiency
3510,Hemophilia B
3511,"Multiple Sclerosis, Chronic Progressive"
3512,Polyomavirus Infections
3513,Subacute Combined Degeneration
3514,Mydriasis
3515,Leg Injuries
3516,Osteoporotic Fractures
3517,Nail-Patella Syndrome
3518,Uterine Inversion
3519,"Hyperbilirubinemia, Hereditary"
3520,Erythrokeratodermia Variabilis
3521,Multiple Sulfatase Deficiency Disease
3522,"Actinomycosis, Cervicofacial"
3523,"Fructose Metabolism, Inborn Errors"
3524,Gaucher Disease
3525,Amenorrhea
3526,Yersinia pseudotuberculosis Infections
3527,Catheter-Related Infections
3528,"Neoplasms, Muscle Tissue"
3529,"Liver Neoplasms, Experimental"
3530,Psychomotor Agitation
3531,"Diabetes, Gestational"
3532,Lymphangitis
3533,Esophageal Atresia
3534,Osteogenesis Imperfecta
3535,Nasopharyngitis
3536,"Embolism, Cholesterol"
3537,Peripheral Vascular Diseases
3538,"Truncus Arteriosus, Persistent"
3539,Myeloproliferative Disorders
3540,Lutembacher Syndrome
3541,Blepharitis
3542,Necrobiotic Xanthogranuloma
3543,Niemann-Pick Diseases
3544,Ectoparasitic Infestations
3545,"Neoplasms, Neuroepithelial"
3546,Femoral Neuropathy
3547,"Limb Deformities, Congenital"
3548,Leg Dermatoses
3549,Wasting Syndrome
3550,Glucose Intolerance
3551,Syringoma
3552,Zellweger Syndrome
3553,"Dementia, Multi-Infarct"
3554,Hepadnaviridae Infections
3555,"Tachycardia, Reciprocating"
3556,Paranasal Sinus Neoplasms
3557,Adenolymphoma
3558,Histiocytic Necrotizing Lymphadenitis
3559,Choroid Hemorrhage
3560,CADASIL
3561,Aspartylglucosaminuria
3562,Sturge-Weber Syndrome
3563,Putaminal Hemorrhage
3564,"Genetic Diseases, Inborn"
3565,Waterhouse-Friderichsen Syndrome
3566,Angina Pectoris
3567,"Meningitis, Cryptococcal"
3568,Bunyaviridae Infections
3569,AIDS Dementia Complex
3570,Gastric Outlet Obstruction
3571,Situs Inversus
3572,Cerebellar Diseases
3573,Emphysema
3574,"Sarcoma, Synovial"
3575,Lymphocytosis
3576,Pyoderma Gangrenosum
3577,Deltaretrovirus Infections
3578,"Urinary Incontinence, Stress"
3579,Premenstrual Syndrome
3580,Heat Stroke
3581,"Neoplasms, Fibroepithelial"
3582,Vagus Nerve Diseases
3583,Cochlear Diseases
3584,"Neoplasms, Adipose Tissue"
3585,Facial Neuralgia
3586,Polyhydramnios
3587,Blepharophimosis
3588,"Glioma, Subependymal"
3589,"Purine-Pyrimidine Metabolism, Inborn Errors"
3590,"Colitis, Microscopic"
3591,Memory Disorders
3592,Cardiomyopathies
3593,Alcohol-Related Disorders
3594,Leiomyosarcoma
3595,"Arrhythmias, Cardiac"
3596,"Encephalitis, Arbovirus"
3597,Central Nervous System Parasitic Infections
3598,"Larva Migrans, Visceral"
3599,Intracranial Aneurysm
3600,Wolman Disease
3601,Infarction
3602,"Poliomyelitis, Bulbar"
3603,"Tooth Eruption, Ectopic"
3604,Ureteral Neoplasms
3605,Hypoprothrombinemias
3606,Bruxism
3607,Hyperemesis Gravidarum
3608,"Brain Stem Hemorrhage, Traumatic"
3609,"Carcinoma, Krebs 2"
3610,Citrullinemia
3611,"Impotence, Vasculogenic"
3612,Aicardi Syndrome
3613,Hemobilia
3614,Slit Ventricle Syndrome
3615,Odontogenic Cysts
3616,Staphylococcal Infections
3617,Mediastinal Neoplasms
3618,Marfan Syndrome
3619,"Hypertension, Portal"
3620,"Epilepsy, Generalized"
3621,Psychomotor Disorders
3622,"Nephritis, Interstitial"
3623,Lactation Disorders
3624,Protein Deficiency
3625,Vaccinia
3626,Rabies
3627,Blackwater Fever
3628,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
3629,Colonic Pseudo-Obstruction
3630,Arnold-Chiari Malformation
3631,"Carbohydrate Metabolism, Inborn Errors"
3632,"Constriction, Pathologic"
3633,Tracheobronchomalacia
3634,"Glaucoma, Angle-Closure"
3635,"Hematoma, Subdural, Spinal"
3636,Nevus of Ota
3637,Tracheitis
3638,"Neoplasm, Residual"
3639,"Sinus Arrest, Cardiac"
3640,Chondromatosis
3641,Albinism
3642,"Lung Diseases, Parasitic"
3643,Hodgkin Disease
3644,Duodenal Ulcer
3645,Hydrocephalus
3646,Proteinuria
3647,Venous Thromboembolism
3648,Hyperinsulinism
3649,Neurotic Disorders
3650,Chancre
3651,Ludwig's Angina
3652,Mediastinal Cyst
3653,Carotid Body Tumor
3654,Arthralgia
3655,Laryngeal Diseases
3656,Bird Fancier's Lung
3657,Malformations of Cortical Development
3658,Spinal Fractures
3659,Heat Exhaustion
3660,Vitamin A Deficiency
3661,Intestinal Atresia
3662,Molluscum Contagiosum
3663,Glossalgia
3664,"Tuberculosis, Avian"
3665,Vascular System Injuries
3666,"Abnormalities, Severe Teratoid"
3667,Granuloma Annulare
3668,Uterine Cervical Dysplasia
3669,Laryngeal Neoplasms
3670,Cerebral Ventricle Neoplasms
3671,"Reflex, Abnormal"
3672,"Shock, Septic"
3673,Equine Infectious Anemia
3674,Onchocerciasis
3675,Chorioretinitis
3676,Cardiac Tamponade
3677,Mucopolysaccharidosis VI
3678,Miliaria
3679,Radius Fractures
3680,Overdose
3681,"Lymphoma, Large-Cell, Anaplastic"
3682,"Paraganglioma, Extra-Adrenal"
3683,Adrenal Gland Neoplasms
3684,"Myoclonic Epilepsy, Juvenile"
3685,Neuronal Ceroid-Lipofuscinoses
3686,"Anemia, Refractory, with Excess of Blasts"
3687,Sweet Syndrome
3688,Disease Susceptibility
3689,Iatrogenic Disease
3690,Thrombocytopenia
3691,Klippel-Feil Syndrome
3692,Lipoid Proteinosis of Urbach and Wiethe
3693,Diabetes Mellitus
3694,Acrodermatitis
3695,Diverticulitis
3696,Acrodynia
3697,Parovarian Cyst
3698,Hydrops Fetalis
3699,Leydig Cell Tumor
3700,Gallbladder Neoplasms
3701,Striatonigral Degeneration
3702,Scheuermann Disease
3703,Plummer-Vinson Syndrome
3704,Sleep Arousal Disorders
3705,"Malocclusion, Angle Class III"
3706,Root Caries
3707,"Neoplasms, Vascular Tissue"
3708,Diffuse Neurofibrillary Tangles with Calcification
3709,Anterior Spinal Artery Syndrome
3710,Glycogen Storage Disease Type VIII
3711,"Candidiasis, Cutaneous"
3712,Down Syndrome
3713,Plasmacytoma
3714,Sleep Apnea Syndromes
3715,Neurosyphilis
3716,Whipple Disease
3717,"Aneurysm, Infected"
3718,"Hemorrhagic Fevers, Viral"
3719,Newcastle Disease
3720,"Malaria, Cerebral"
3721,"Lymphoma, Follicular"
3722,Hemoglobin C Disease
3723,Afibrinogenemia
3724,Hyperhidrosis
3725,Thiamine Deficiency
3726,Thymoma
3727,Eye Neoplasms
3728,"Myopathy, Central Core"
3729,Low Back Pain
3730,"Carcinoma, Signet Ring Cell"
3731,Akinetic Mutism
3732,Peptic Ulcer Perforation
3733,Osteochondritis Dissecans
3734,Vestibular Diseases
3735,"Leukemia, Eosinophilic, Acute"
3736,Noonan Syndrome
3737,Myocardial Bridging
3738,Forearm Injuries
3739,"Hamartoma Syndrome, Multiple"
3740,Panophthalmitis
3741,Congenital Abnormalities
3742,Conduct Disorder
3743,Vesicovaginal Fistula
3744,Hand Injuries
3745,Neoplasm Invasiveness
3746,Migraine with Aura
